date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class
2021-11-20,03:25:42,I hear Coyotes.,1461898518545666048,[],1407523859310419972,Deformem_Vita,"Boulder Creek, CA",81,False,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-19,15:44:30,"Killed for fur trim: While other fashion brands go fur-free, Moncler continues to use fur stolen from coyotes, foxes, raccoons, and raccoon dogs for its jackets. Take action! https://t.co/Cqk9ovU8TJ via @PETA",1461722054969888770,[],59244969,NuBonita,"Oakland, Ca.",27,False,,,0.0,0.216,0.784,0.0,-0.8398,negative
2021-11-18,15:47:31,"@d_veebee @afrosabi Or where we are at least, coyotes. Maybe another family would want the kitties, hopefully.",1461360427976200197,[],1480825675,alissakmclean,"Berkeley, CA",4032,True,,,0.0,0.0,0.789,0.211,0.4588,positive
2021-11-18,15:41:53,"End this NOW!!! Killed for fur trim: While other fashion brands go fur-free, Moncler continues to use fur stolen from coyotes, foxes, raccoons, and raccoon dogs for its jackets. Take action! https://t.co/Cqk9ovU8TJ via @PETA",1461359012000112659,[],59244969,NuBonita,"Oakland, Ca.",27,False,,,0.0,0.217,0.783,0.0,-0.871,negative
2021-11-18,13:47:17,"Killed for fur trim: While other fashion brands go fur-free, Moncler continues to use fur stolen from coyotes, foxes, raccoons, and raccoon dogs for its jackets. Take action! https://t.co/p8otlI5cFS via @PETA",1461330169193385996,[],906354224933433345,BarbTrerice,Beautiful East Bay of Ca ,4263,True,,,0.0,0.216,0.784,0.0,-0.8398,negative
2021-11-18,12:24:27,@Joe_A_Kim @AndyFanter Yo Joe... have you ever seen me play? The coyotes hide in the bushes when I am on the tee box....😂🤣🏌️‍♂️⛳️,1461309325482151943,[],58652546,MartyChargin,Silicon Valley,22718,True,,,0.0,0.075,0.729,0.196,0.7783,positive
2021-11-18,08:01:25,I can hear the desert coyotes tonight!! :D,1461243128560558080,[],1406491194,KiloCheetah,"San Jose, CA",755,False,,,0.0,0.0,0.603,0.397,0.6825,positive
2021-11-18,03:45:42,I saw hella rabbits .. 3 coyotes .. and 2 deer on my hike yesterday… it was so quiet and peaceful,1461178774993596422,[],89423203,solidahl,"oakland,ca",478,True,,,1.0,0.0,0.852,0.148,0.5367,positive
2021-11-18,01:24:28,We're listening to the coyotes https://t.co/XBqmnGSPAT,1461143234915155968,[],2942441696,MadMaxFlapper,San Francisco,1024,False,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-22,23:52:38,"my mantra for 2022: if the coyotes can thrive here, so can I. https://t.co/GEvBPBdZBa",1462932064013991936,[],77289456,michaelsmeltzer,"san francisco, ca",82,False,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-24,18:21:53,@ChuckWendig coyotes. we have a gang every night in my neighborhood.,1463573600959545344,[],89812426,chez1954,"Sausalito, CA",267,True,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-24,18:05:46,@ChuckWendig We have both coyotes and foxes and those are definitely coyotes.,1463569548334886913,[],14293231,lemay,"Los Gatos, CA",1955,False,,,0.0,0.0,0.803,0.197,0.4019,positive
2021-11-24,17:53:20,"“I remember camping out in Leupp the first night and hearing coyotes, but they were dogs, and they came up to me,” Larios added. “I was eating a cookie and I gave it to them, and they sat there with me.
https://t.co/7a3y2C9lT8",1463566420021706752,[],2664235226,alana_minkler,"Santa Rosa, CA",749,True,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-24,09:12:32,"We built a cat fence in our backyard — it is simple and safe. Our cats can go outside but can’t get out to the busy streets or the coyotes, and other critters can’t get in. https://t.co/Yn3paASSAX",1463435354774523907,[],746445728587755520,TheMarinaTimes,"San Francisco, CA",7982,True,,,1.0,0.0,0.949,0.051,0.2382,positive
2021-11-24,04:59:07,"@JoelVanderWerf I'm so curious, I legitimately do not know what dogs' preference is; I hadn't even considered wolves or coyotes. The coyotes around here sure like to party at night 🥳",1463371578620592135,[],2942441696,MadMaxFlapper,San Francisco,1023,False,,,0.0,0.0,0.673,0.327,0.902,positive
2021-11-23,20:43:27,"The only thing that palliates the endless emergency sirens in SF is that we have a dog on our block who howls in tune with them. 

Pretty much every time. Sometimes I howl along for fun.

Sometimes the coyotes even join in. Yes, you can tell the difference.",1463246839503724546,[],1960664785,GabrielleHecht,San Francisco,3971,False,,,0.0,0.093,0.713,0.194,0.7096,positive
2021-11-23,19:40:14,"@stubbylegs @P_Smartypants @NolteNC I was right. You were wrong. What’s there to get? Why would those parents be getting paid now if it was coyotes who were smuggling her children over the border?

I made you guys look like clowns and you’re still mad about it 😭😭😭",1463230930684821504,[],26735238,DerenNey,"Oakland, CA",5546,True,,,0.0,0.274,0.69,0.036,-0.9482,negative
2021-11-23,19:38:47,"Shoutout to when @redsteeze claimed kids separated from their parents at the border were smuggled by coyotes, because he’s a racist dickhole. 

Thankfully, many have been reunited, and reparations will be paid to the victims of this Trump abomination soon. https://t.co/H0PRlJzaxF",1463230566380146688,[],26735238,DerenNey,"Oakland, CA",5546,True,,,0.0,0.181,0.761,0.058,-0.7184,negative
2021-11-23,19:36:05,"@stubbylegs @P_Smartypants @NolteNC I was right that the children who were separated were separated from their parents, not coyotes. 

You were wrong. 

And it has broken you.",1463229887540445188,[],26735238,DerenNey,"Oakland, CA",5546,True,,,0.0,0.199,0.801,0.0,-0.7351,negative
2021-11-23,19:31:26,"@stubbylegs @P_Smartypants @NolteNC And by the way, I was proven entirely right. They are now paying the parents separated from their children, because they were not coyotes, they were just parents who got separated from their children. I was right — How does that make you feel?",1463228717958787078,[],26735238,DerenNey,"Oakland, CA",5546,True,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-23,17:12:29,"Two #coyotes, out for a morning hike along the trails in Golden Gate Park. They were on a bit of a mission as they just went straight through, no mingling.
.
.
#urbanwildlife #urbanecology #wildlifephotography https://t.co/2ngSyf9aGX",1463193749505253377,"['coyotes', 'urbanwildlife', 'urbanecology', 'wildlifephotography']",897601699858194432,EyaSpectre,"San Francisco, CA",680,True,,,1.0,0.058,0.892,0.05,-0.0772,negative
2021-11-23,10:56:10,just heard a mob of coyotes howling,1463099048404021255,[],106549862,ravioli_jazz,San Francisco,190,False,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-29,18:15:35,"You ever just feel like…like you’re being watched? I see two #coyotes pretty often on my morning walks, but how many times have I walked right past them, wholly unaware. The #urbancoyote is truly a ghost sometimes. 

#urbanwildlife #urbanecology https://t.co/AEacpNc8mk",1465383958556733444,"['coyotes', 'urbancoyote', 'urbanwildlife', 'urbanecology']",897601699858194432,EyaSpectre,"San Francisco, CA",682,True,,,0.0,0.109,0.764,0.126,0.2023,positive
2021-11-29,17:49:14,@santiagomayer_ Ok. Was he/she lean or well fed? The coyotes I've seen in the foothills (near San Jose) lately look pretty well fed.,1465377326393294851,[],1033771596,rossqsmith,Silicon Valley,1979,False,,,1.0,0.0,0.73,0.27,0.7506,positive
2021-11-29,17:03:14,"Coyotes are not always careful around the San Francisco Bay. The San Francisco Fire Department and animal control workers had to band together on Friday to rescue a nearly drowned coyote from the marina.
https://t.co/4OC7Aj1Lwn",1465365750881800195,[],16261627,KCBSRadio,San Francisco,49351,True,,,0.0,0.184,0.737,0.078,-0.5337,negative
2021-11-28,06:22:48,"Loose Coyotes (North Beach, San Francisco) 📲 Live on @CitizenAppSFO https://t.co/n7dbVaPlbY",1464842191231086593,[],1191398917151133696,OnSceneMedia1CA,"Cotati, CA",140,False,,,0.0,0.15,0.85,0.0,-0.3182,negative
2021-11-27,20:07:20,"Coyotes have become even more comfortable around SF since the pandemic began, taking to desolate streets and open parks. But one wayward canine recently found itself in serious trouble after falling into the ocean off a dock at Marina Green. https://t.co/BKD3h1Y3IR",1464687305831112704,[],14093707,SFist,San Francisco,278579,True,,,0.0,0.149,0.801,0.05,-0.5579,negative
2021-11-27,19:13:23,"@sfchronicle Good news. But, coyotes in the Marina are nothing new.",1464673727505829897,[],19200606,justinp1,San Francisco CA,86,True,,,0.0,0.0,0.837,0.163,0.2382,positive
2021-11-27,05:21:00,"There’s a coyote in (almost) every park in San Francisco. But that’s not a bad thing! Meet the “coyote lady” who tells us why. 🐺 
https://t.co/UvW4Ekpub9",1464464250697564161,[],9677372,KQED,"San Francisco, CA",93090,True,,,0.0,0.0,0.865,0.135,0.6208,positive
2021-11-27,02:59:06,"1/2 LATE NOTIFICATION-- BAY RESCUE-- MARINA AT MARINA GREEN

Today #SFFDTRUCK16 and #SFFDENGINE51 we're summoned by many bystanders viewing a coyote drowning. A member from #SFFDE51 made a lasso and was able to keep the coyotes head above water and from drowning allowing for - https://t.co/8EYfgOlR6B",1464428538900058114,"['SFFDTRUCK16', 'SFFDENGINE51', 'SFFDE51']",109387660,SFFDPIO,"San Francisco, California",28879,True,,,0.0,0.0,0.918,0.082,0.6166,positive
2021-11-27,02:40:38,I can hear a pack of coyotes howling in the distance,1464423893217816582,[],16305227,Coatl,"Oakland, CA",816,False,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-26,01:21:08,aaaooouu...coyotes down below in the salt pan,1464041497787916292,[],212321156,teragramus,,1012,True,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-25,22:00:00,"There’s a coyote in (almost) every park in San Francisco.

Meet the “coyote lady” who tells us why.
https://t.co/dKVq822Fid",1463990881627877376,[],14885540,KQEDnews,"San Francisco, California",49459,True,,,1.0,0.0,1.0,0.0,0.0,neutral
2021-11-25,15:25:50,"@robertloerzel I'm not surprised to see coyotes in Oakland, but amused to know they're at home, sweet home, in Chicago.",1463891685834780673,[],57223136,Earthgranny,"Oakland, California",1829,True,,,0.0,0.051,0.653,0.296,0.8109,positive
2021-11-25,01:55:30,@stephenasmith fyi. There are coyotes in SF.,1463687757381783553,[],42074228,SuperDemC,Wherever you go there you are ,196,True,,,1.0,0.0,0.769,0.231,0.2023,positive
2021-12-01,17:53:06,casual wednesday morning hike with a friend and her dog turned into charging and screaming off a pack of coyotes. 👀,1466103073957236736,[],24858472,JillDanielle,"Berkeley, CA",1483,True,,,1.0,0.102,0.703,0.195,0.34,positive
2021-12-01,17:02:31,"“We’ve rescued coyotes from all sorts of predicaments — from a dry cleaning shop, backyards and garages, from a ledge at Moscone Center, from behind a planter in the financial district. They manage to get themselves into some unusual places.” https://t.co/EjGPoP9BX5",1466090345670787079,[],34700777,sfexaminer,"San Francisco, CA",69827,True,,,1.0,0.0,0.935,0.065,0.4215,positive
2021-12-01,03:46:48,"Halftime here in San Jose.
The Spartans lead the Coyotes 33-22.
@omari_moore13 leads SJSU in pts. with nine.
@yungXtey leads in rebounds with seven.
#SJSU | @SanJoseStateMBB",1465890097069375491,['SJSU'],1225187165102997505,GaxiolaGio,"San Jose, CA",33,False,,,0.0,0.0,1.0,0.0,0.0,neutral
2021-11-30,21:06:02,So does this really deter coyotes lol. We have a couple posted on our upper campus https://t.co/bnrC2QhlmI,1465789241892372481,[],1178115828580904961,SSF_Fog32,"South San Francisco, CA",1451,True,,,0.0,0.0,0.839,0.161,0.4703,positive
2021-11-30,07:15:07,"When the coyotes start howling 50 feet away, this little bean goes into cute cuddle mode. https://t.co/HQImzpC2UT",1465580132182020098,[],1878429660,ColiseumSewage,"Oakland, CA",2795,True,,,1.0,0.0,0.842,0.158,0.4588,positive
2021-11-30,03:03:18,@BookitWithTrent The guy on the stream . Trent- “ give me a reason to go with the jets tonight” his answer -“ I just don’t like the coyotes” 😂,1465516759427936270,[],909471589,joeylucchetti,"Sonoma, CA",145,True,,,0.0,0.05,0.785,0.165,0.6597,positive
