Unnamed: 0,date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant,neg_sent_score,neu_sent_score,pos_sent_score,compound_sent_score,sent_class
13.0,2021-11-16,21:44:12,"With mountain lions &amp; other wildlife present in our beautiful foothill community, please keep the following safety tips in mind:

🌄 Do not walk pets at dusk or dawn
🔊 Make your presence known with loud noises
🐶 Do not leave pets or pet food outside and unattended (1/2) https://t.co/G5swNDuZJM",1460725414909808640,[],1291412668566212609,cityoflaverneca,"La Verne, CA",230,False,,,0,0.0,0.834,0.166,0.8461,positive
14.0,2021-11-16,19:39:33,I’m just gonna say it. How I do 1 thing is NOT how I do everything. I don’t eat falafel the same way I sprint away from a mountain lion. Jesus.,1460694046553239552,[],487829017,KevinLeoCleary,"Los Angeles,CA",33,False,,,1,0.0,1.0,0.0,0.0,neutral
15.0,2021-11-16,19:21:29,Christian's goal in the second minute secured the points for us against Maryland Bobcats last time 🔥 https://t.co/UNXMbhvlI4,1460689498715697160,[],851855109633875968,CalUtdStrikers,"Orange County, CA",2388,True,,,0,0.114,0.758,0.128,0.0772,positive
16.0,2021-11-16,18:56:46,Our Mountain Lions are ready to enjoy a nutritional lunch today 🖤💛 @WestCovinaUSD https://t.co/2wtkelmKPt,1460683277744807939,[],1030116378953404416,MonteVistaWCUSD,"West Covina, CA",85,False,,,0,0.0,0.48,0.52,0.9337,positive
17.0,2021-11-16,18:21:38,"""Bobby"" our Bobcat just signed up for the @OntMontPS  @CityofOntario Reindeer Run -- sign up with Edison! https://t.co/yz4WsbuMXG #EdisonStrong https://t.co/AtNJKpfzVt",1460674437515145216,['EdisonStrong'],1947535171,Edison_OMSD,"Ontario, CA",406,True,,,0,0.0,1.0,0.0,0.0,neutral
18.0,2021-11-16,18:16:41,"I mean, it is *kinda* bullshit that the Sonics and Bobcats didn't at least take a chance on Caruso. Given their current stations, what did they have to lose? AK https://t.co/tGn43QZAf8",1460673192125612035,[],98499376,KamBrothers,"Los Angeles, CA",45791,True,,,0,0.171,0.773,0.055,-0.6378,negative
19.0,2021-11-16,18:04:25,@MuD_WiSeR Then I’ll feed you the a mountain lion lol.,1460670106095161344,[],1146426743579799552,swayzedanks,"Boyle Heights, Los Angeles",625,True,,,1,0.0,0.763,0.237,0.4215,positive
20.0,2021-11-16,17:58:37,"@VoskCoin @getmntd_ @BOBCATiot I’m considering buying two bobcat miners, do you know how long they take to ship? I read somewhere it takes 8-12 weeks?",1460668643918815236,[],320383966,ca1ebs,"Beverly Hills, CA",5672,True,,,0,0.0,1.0,0.0,0.0,neutral
21.0,2021-11-16,17:10:42,"@getmntd_ That’s why Bobcat, even with the shipment dates, is the way to go.",1460656587341631491,[],37142017,SmittyBoy007,"Inglewood, CA USA",24,True,,,0,0.0,1.0,0.0,0.0,neutral
22.0,2021-11-16,16:00:35,@BOBCATiot @helium Hey Bobcat in 3 days it will be 22 weeks and counting! Where’s my Bobcat 300?!  Not the 20 like promised on your site but 21 WEEKS! And you guys aren’t even close to my date yet? I could win this and get it faster! WTF!!???? Order was 06/18/21 https://t.co/Nisys8Fx8u,1460638942663905282,[],937791876,calicowboysfan1,"Simi Valley, CA",29,True,,,0,0.154,0.739,0.107,-0.6165,negative
23.0,2021-11-16,15:30:29,@BOBCATiot @helium Done! Let me get that bobcat!,1460631365574033411,[],30789560,sreed22,"Reseda, CA",39,False,,,0,0.0,1.0,0.0,0.0,neutral
24.0,2021-11-16,13:42:28,"Toledo Rockets vs Ohio Bobcats 11/16/2021 Picks Predictions Previews

https://t.co/ydW4HVQYG8

#NCAAFprediction #NCAAFbetting #NCAAFparlay #NCAAF #NCAAFpicks #freepick #freepicks #handicapper #sportspicks #collegefootball #odds #picks #sportsbetting #expertpicks #Rockets #Bobcats https://t.co/VPWovOfTm2",1460604183510351880,"['NCAAFprediction', 'NCAAFbetting', 'NCAAFparlay', 'NCAAF', 'NCAAFpicks', 'freepick', 'freepicks', 'handicapper', 'sportspicks', 'collegefootball', 'odds', 'picks', 'sportsbetting', 'expertpicks', 'Rockets', 'Bobcats']",14900401,tonyspicks,Las Vegas and Los Angeles,3576,False,,,0,0.0,1.0,0.0,0.0,neutral
25.0,2021-11-16,13:17:23,@ValChavez2018 @Asael_Ruvalcaba @Amy_A_Ruvalcaba @BetsyCallanan @DiocelinaBelle @educategalore @RyanBJackson1 @MrNunesteach @literacy_kim @CoachGoodman @DarrinMPeppard @DrRenaeBryant @DrMariaMPoulin @zjgalvan @RHHS_Bobcats Twinsies,1460597871326072836,[],776939303955894272,PrincipalRoRod,"Riverside, CA",1244,False,,,0,0.0,1.0,0.0,0.0,neutral
26.0,2021-11-16,12:50:54,"When you try to sleep in past 4am, but you have a mountain lion sleeping on your chest :/ https://t.co/dGcHhTO3m5",1460591204052078592,[],71567606,6633north,,194,True,,,1,0.14,0.86,0.0,-0.4767,negative
27.0,2021-11-16,10:07:05,"Was terrified thinking a mountain lion or full grown man was running around on our rooftops at 2 am
It’s five raccoons",1460549979030704130,[],1254133274034573312,agavnythepigeon,Los Angeles,3247,False,,,1,0.16,0.84,0.0,-0.6124,negative
28.0,2021-11-15,22:25:21,"Our Mountain Lions are ""Capturing Kid's Hearts"" by demonstrating thier knowledge of Empathy 💛🖤 @westcovinausd @iheartckh https://t.co/k7FisOCCvw",1460373382675910657,[],1030116378953404416,MonteVistaWCUSD,"West Covina, CA",85,False,,,0,0.0,0.572,0.428,0.9287,positive
29.0,2021-11-15,22:10:29,Awesome tasty fruit pop treat every Bobcat today thanks to our PFO and our amazing community #PFOMemberDrive https://t.co/nMdrXoFOCc,1460369639544791044,['PFOMemberDrive'],1947535171,Edison_OMSD,"Ontario, CA",406,True,,,0,0.0,0.509,0.491,0.926,positive
30.0,2021-11-15,21:59:28,@MattfromKC Idk but he looks like Bobcat Goldthwait,1460366868934393859,[],1452127235427561475,Scot53235243,"Los Angeles, CA",15,False,,,0,0.115,0.574,0.311,0.4678,positive
31.0,2021-11-15,20:14:16,Mountain lion attacks dog; bear chills at local San Dimas elementary school. What all the wild animal visits to foothill cities abutting the Angeles National Forest? https://t.co/B9rjriP1Ku,1460340393166323712,[],149005403,stevscaz,"Ontario, CA",2512,True,,,1,0.1,0.9,0.0,-0.4404,negative
32.0,2021-11-15,19:01:30,In Defense of Animals gives #SaveLACougars a giant check to help build the Wallis Annenberg #WildlifeCrossing so cougars and bobcats can find mates and survive in #LosAngeles! #101WildlifeCrossing https://t.co/rF75YMbIsM,1460322081308954629,"['SaveLACougars', 'WildlifeCrossing', 'LosAngeles', '101WildlifeCrossing']",148620995,calminsensehypn,"Santa Clarita, CA",3283,False,,,1,0.0,0.857,0.143,0.5411,positive
33.0,2021-11-15,17:49:27,Mountain lion work. ®️👁‍🗨✖️ https://t.co/bnJjn6hubM,1460303950737920000,[],1692255656,ROXSystem,"Los Angeles, CA",1440,False,,,1,0.0,1.0,0.0,0.0,neutral
34.0,2021-11-15,16:19:42,@TimMacias @w_sgvscanner2 Indeed! Had a Mountain Lion on Veterans Day. That was a first.,1460281364591230982,[],1382777258,MaritzaTravanti,Monrovia ,541,True,,,0,0.0,1.0,0.0,0.0,neutral
35.0,2021-11-15,16:05:54,"LouAnne is my wife. This is our yard! @Chris_Meloni @Mariska Ravens, Bobcats, Deer, Oh My! A Suburban Backyard Turns Into a Wildlife Oasis https://t.co/8liHueSlI0 via @sunset",1460277888922443783,[],37924612,ilenechaiken,Los Angeles,42578,False,,,1,0.0,1.0,0.0,0.0,neutral
36.0,2021-11-15,13:24:58,"There's a little bit of money in here for wildlife bridges over freeways. Yay for the genetic diversity of LA's mountain lions :)
https://t.co/ANjLYufP8v",1460237389532524544,[],391031153,SOSuburbia,"Whittier, California",254,False,,,0,0.0,0.775,0.225,0.7506,positive
37.0,2021-11-15,12:20:00,"2017 Bobcat E50 #excavator ⏬

A/C, hydraulic bucket disconnect, hydraulic thumb, blade, 2 speed, rubber tracks, 50 HP &amp; 2410 hours, listed by Bryan's Farm &amp; Industrial Supply: https://t.co/mJ1NrtyAzI

#OntAg #FarmEquipment #Bobcat #Machinery #AgTwitter https://t.co/s1gCxXjU7b",1460221040575930368,"['excavator', 'OntAg', 'FarmEquipment', 'Bobcat', 'Machinery', 'AgTwitter']",78892811,OntAg,Ontario,25169,True,,,0,0.0,1.0,0.0,0.0,neutral
38.0,2021-11-15,06:32:16,"After 4 nights away and several reports from neighbors of predators including videos of #bobcat and #coyote Floofles the #zen master returned and ate a big bellyfull. #feral #cats 😻 @ Los Angeles, California https://t.co/7DWK1sovCj",1460133532102275072,"['bobcat', 'coyote', 'zen', 'feral', 'cats']",89769159,LorraineEvanoff,Los Angeles,9857,True,-118.2445,34.0564,1,0.0,0.927,0.073,0.4588,positive
39.0,2021-11-15,06:30:21,@tylerjanke I legit thought u were talking about this bobcat https://t.co/gwaAmH0ZLg,1460133048117186569,[],847258093679394816,MikeMoores216,"Norco, CA",21,False,,,1,0.0,1.0,0.0,0.0,neutral
40.0,2021-11-15,05:05:51,"@ai6yrham Yeah I’ve gotten many voicemails, text alerts and email notices of the mountain lion in our neighborhood this week.",1460111782404521984,[],539679763,GhostGirlsKim,Camarillo California,258,False,,,1,0.0,0.896,0.104,0.296,positive
41.0,2021-11-15,04:28:28,@BigSkyConf @BigSkyFB @SacHornetsFB Go Bobcats,1460102376233189378,[],884137004841156608,BigjJazzyJefff,"Los Angeles, CA",170,False,,,0,0.0,1.0,0.0,0.0,neutral
42.0,2021-11-15,03:55:30,another mountain lion sighting at ci 😮‍💨😵‍💫,1460094078608048130,[],1293978910388924416,twoeternalfish,"Los Angeles, CA",8,True,,,1,0.226,0.774,0.0,-0.4215,negative
43.0,2021-11-14,22:25:40,"@BOBCATiot @helium These issues are getting frustrating… one of my bobcats just stopped all activity a few days ago Doing absolutely nothing, can’t even get diagnostics to run Whats going on??? A reply would be much appreciated",1460011074804076545,[],981232209859305473,Sean__Michael,"Los Angeles, CA",409,False,,,1,0.047,0.859,0.094,0.4479,positive
44.0,2021-11-14,22:24:24,"@davidsunlee @DGerowPR @BeersWithAndres @RTBarstool Only thing around me are lizards, wild bunnies, bobcats, snakes &amp; coyotes.",1460010754740940801,[],1324923534276096001,AprilEssence,"Los Angeles, CA",618,False,,,0,0.0,1.0,0.0,0.0,neutral
45.0,2021-11-14,21:23:30,@yilmadimdevam @BOBCATiot @helium I wanted to buy 10 bobcat and I’m in LOS ANGELES. I joined the telegram group and said I need help and all these weirdos started calling me,1459995430335385600,[],3337744005,FXitRight,"Oxnard, CA",32,True,,,0,0.062,0.858,0.08,0.1531,positive
46.0,2021-11-14,19:54:18,There’s a pair of baby bobcats living around my house. They’re so cute 😭 rolling around playing right outside my window,1459972983103975424,[],20369752,Nina_Kate,Los Angeles,13536,True,,,1,0.116,0.689,0.195,0.3188,positive
47.0,2021-11-14,19:27:25,"This year's calendar will include endangered and threatened species, including polar bears, sea turtles, lions, mountain gorillas and more.

I'll take presales until Nov 26, then I'll place the order.

The link only allows you to order one at a time. If you want more, please DM.",1459966217960103936,[],126099878,DanielleVEsq,"Los Angeles, CA",1953,True,,,0,0.059,0.865,0.076,-0.0276,neutral
48.0,2021-11-14,16:48:03,"#SundayRead Wildlife crossing infrastructure is critical to both transportation safety &amp; ecosystem health 🦁.

TNC &amp; partners, including @CaltransHQ &amp; the CA Wildlife Conservation Board, are working to find a path for mountain lions.
📰 @ocregister 

https://t.co/TlfoR1t0Pj",1459926111975051274,['SundayRead'],479840281,Conserve_CA,Sacramento / Los Angeles,4826,True,,,0,0.056,0.876,0.068,0.128,positive
49.0,2021-11-14,05:12:08,Bobcats dominate the 2nd half and beat San Bernardino Valley 42-7 @GoSCBobcats https://t.co/XcT6SguMaG,1459750975221075972,[],4553797278,JPWestPhoto,"Huntington Beach, CA",1347,True,,,0,0.111,0.889,0.0,-0.128,negative
50.0,2021-11-14,03:41:21,"6' | UC Merced Goal. Bobcats get on the board first.

MCU 0 - 1 UC Merced

#AnchorDown",1459728132597030917,['AnchorDown'],420118846,MCUMariners,Rancho Palos Verdes,640,True,,,0,0.0,1.0,0.0,0.0,neutral
51.0,2021-11-14,03:35:55,The bobcat at Oakwood! https://t.co/pnK4bsu0Y8,1459726763630624772,[],1335014505999265793,RyanWhittick,"Los Angeles, CA",112,False,,,1,0.0,1.0,0.0,0.0,neutral
52.0,2021-11-14,02:42:57,@DivCultivator @helium @BOBCATiot I know the Nebras have an outdoor version that’s basically just a weatherproof enclosure. The Bobcat has that too?,1459713432521887748,[],13595872,MadHatterTradeZ,"Los Angeles, CA, USA",349,True,,,0,0.0,1.0,0.0,0.0,neutral
53.0,2021-11-14,02:16:25,"@PastorTrey05 Half of them are normal animals. Bears, Bruins, Aggies, Bobcats",1459706758780239875,[],137238073,kevncho,Los Angeles,277,False,,,0,0.0,1.0,0.0,0.0,neutral
54.0,2021-11-14,01:46:40,@dd9000 Cotton is not evil — he’s just mean! I’m not sure he is a match for a mountain lion!,1459699268428521481,[],132651775,AttyCarolRN,"Ventura, CA",1582,False,,,0,0.082,0.748,0.17,0.4833,positive
55.0,2021-11-13,22:48:55,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/6EFEFWtpYY,1459654537967374337,[],726966419456290817,BrunelShawn,La Verne CA,319,False,,,1,0.124,0.876,0.0,-0.1779,negative
56.0,2021-11-13,18:50:26,"@astro3710 @helium @BOBCATiot @0xPolygon I have a bobcat miner too! Although, I can't get a good signal gonna try again tonight",1459594519406469127,[],1441616372996317190,crypto_stage,Los angeles,95,False,,,0,0.119,0.881,0.0,-0.4015,negative
57.0,2021-11-13,18:13:52,"Your house were built in a place where mountain lions have lived for thousands of years.  On the bright side, it's not a sabre toothed cat, they used to live here, too.  Google that one. https://t.co/ni4dbWJtpc",1459585317971791874,[],731154050071314432,steveemig43,"Studio City, CA",75,False,,,1,0.0,0.923,0.077,0.4404,positive
58.0,2021-11-13,09:08:16,Bobcat hunting a baby alligator. https://t.co/uYcnD92NcA,1459448015349968898,[],975659401808961536,LeagueAlain,"Long Beach, CA",1899,False,,,0,0.0,1.0,0.0,0.0,neutral
59.0,2021-11-13,06:06:56,Bobcats- don’t forget shows at 2 and 7 both sat and Sunday— it’s an amazing show! #ConejoForward https://t.co/6VxnzA76Xk,1459402380349296641,['ConejoForward'],3187014374,BanyanBobcats,"Newbury Park, CA",464,False,,,0,0.086,0.728,0.186,0.4926,positive
60.0,2021-11-13,05:54:40,"OMG! Look at this huge mountain lion who was not only spotted in our neighborhood but he came into our backyard today, jumping over our wall to my neighbors house! They live in the Santa Monica Mountains..he's obviously looking for food! How sad is this!?😢Keep your pets indoors! https://t.co/cwh6dFf3O5",1459399291273838595,[],4554565693,andibeth012,"Los Angeles, CA",22512,True,,,1,0.16,0.81,0.031,-0.8643,negative
61.0,2021-11-13,05:44:42,"News Feed — Nextdoor    We saw a huge male mountain Lion in our yard! OMG! He jumped over our wall to our neighbors house! He’s obviously seeking food😢..they live in the Santa Monica mountains! This is sad, especially with cats outdoors!  https://t.co/ppunRMHoIU",1459396783746871297,[],4554565693,andibeth012,"Los Angeles, CA",22512,True,,,1,0.145,0.809,0.045,-0.7243,negative
62.0,2021-11-13,03:59:50,"Bobcat Goldthwait shouted out @bornferal and @fritzisdead on the last laugh podcast.  
This guy gets it.",1459370396575145985,[],980610466501160961,maxbeasleyyy,"Los Angeles, CA",486,True,,,0,0.0,0.806,0.194,0.5574,positive
63.0,2021-11-13,03:12:20,@AlisonRosen I wanna be besties with Bobcat,1459358441953103878,[],325980964,PussycowLA,Los Angeles,973,True,,,0,0.0,1.0,0.0,0.0,neutral
64.0,2021-11-13,02:59:23,"Some cities, such as Rome, took advantage of the opportunity to record monuments that are typically surrounded by tourists. In San Francisco, wild animals reclaimed the streets: coyotes and a mountain lion were the new travelers. City streets became their own clean plate frames.",1459355180026130434,[],368547681,JanzaBlake,"Manhattan Beach, CA",310,False,,,1,0.0,0.845,0.155,0.7579,positive
65.0,2021-11-13,02:28:34,Mid 2012 MBP getting its final os on the dual boot. It’s 10.8.5 Mountain Lion &amp; 10.15 Catalina foreeeeeevvvvvveeeerrrrrrr. SSL rules.,1459347427425599491,[],1567595982,PrestonDirges,"Los Angeles, CA",35,False,,,0,0.0,1.0,0.0,0.0,neutral
66.0,2021-11-13,00:58:21,"NEW: Mountain Lions, bobcats and bears, 'oh my!' says residents in cities along the foothills of the Angeles National Forest. The latest from me and @stevscaz on what's causing these recent animal encounters @ivdailybulletin @SGVTribune. 

https://t.co/jeL9I0ce1l",1459324723997790210,[],70080364,TheeJavierRojas,"Boyle Heights, CA",982,True,,,0,0.0,1.0,0.0,0.0,neutral
67.0,2021-11-13,00:36:07,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/J1M0AABv1r,1459319126669803525,[],163633469,presstelegram,"Long Beach, CA",21840,False,,,1,0.124,0.876,0.0,-0.1779,negative
68.0,2021-11-13,00:21:17,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/1fCuBYLMl1,1459315395899310088,[],357855989,DailyBreezeNews,"Torrance, CA",45385,False,,,1,0.124,0.876,0.0,-0.1779,negative
69.0,2021-11-13,00:14:13,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/B9rjriP1Ku,1459313617262694405,[],149005403,stevscaz,"Ontario, CA",2512,True,,,1,0.124,0.876,0.0,-0.1779,negative
70.0,2021-11-13,00:06:26,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/VKYpzNuiCo,1459311655687446533,[],36739057,ivdailybulletin,"Ontario, CA",14570,True,,,1,0.124,0.876,0.0,-0.1779,negative
71.0,2021-11-13,00:06:25,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/EA32OMPZaE,1459311653565173761,[],19312573,SGVTribune,"Monrovia, CA",38978,False,,,1,0.124,0.876,0.0,-0.1779,negative
72.0,2021-11-13,00:06:25,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/lP0o23eUoK,1459311651220561924,[],17820493,ocregister,"Orange County, CA",221950,True,,,1,0.124,0.876,0.0,-0.1779,negative
73.0,2021-11-13,00:06:24,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/hq65iThymw,1459311651006693379,[],15937533,pressenterprise,"Riverside, CA",100775,True,,,1,0.124,0.876,0.0,-0.1779,negative
74.0,2021-11-13,00:05:50,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/OfPqtUjfGB,1459311506114420744,[],48791466,RedlandsNews,"Redlands, CA",10195,False,,,1,0.124,0.876,0.0,-0.1779,negative
75.0,2021-11-13,00:05:49,Mountain lion and bear sightings shake up Angeles National Forest foothill communities https://t.co/8LbjWXWmYV,1459311503895666692,[],36726529,sbsun,"San Bernardino, CA",44235,True,,,1,0.124,0.876,0.0,-0.1779,negative
76.0,2021-11-12,23:52:08,@Alyssafarah I’m telling you - I prefer the bobcats of LA to the rats of DC…,1459308058182512643,[],174654182,JohannaMaska,"Los Angeles, CA",3674,True,,,0,0.0,1.0,0.0,0.0,neutral
77.0,2021-11-12,21:52:48,"@TifYearofRabbit That's exactly what a baby mountain lion ninja in a domestic cat costume would say.    
After all it's purrfect disguise.",1459278025908887552,[],205500443,breaks_dj,"Los Angeles, CA",465,True,,,0,0.091,0.909,0.0,-0.25,negative
78.0,2021-11-12,20:32:58,"Congratulations to our amazing Mrs Poore who has helped our Bobcats learn English for over 14 years as she transitions into retirement. Thank you so much! We will miss you!
#BobcatsReunited #ConejoForward https://t.co/soLQpf9gzx",1459257936920793094,"['BobcatsReunited', 'ConejoForward']",3187014374,BanyanBobcats,"Newbury Park, CA",464,False,,,0,0.039,0.701,0.261,0.8802,positive
79.0,2021-11-12,20:19:07,"Wildlife crossing infrastructure is critical to both transportation safety &amp; ecosystem health 🦁.

TNC &amp; partners, including @CaltransHQ &amp; the CA Wildlife Conservation Board, are working to find a path for mountain lions.
📰 @MartinWisckol @ocregister 

https://t.co/k0rzdtF2T5",1459254449545822208,[],479840281,Conserve_CA,Sacramento / Los Angeles,4826,True,,,0,0.056,0.876,0.068,0.128,positive
80.0,2021-11-12,20:12:03,"We need to think big connected landscapes.   

Landscape scale conservation that provides linkages between ranges is how we stave off the extinction crisis. 

#30x30 

https://t.co/pF2V37c9OT",1459252671605530627,['30x30'],2938546154,daniel_rossman,"Pasadena, CA",250,False,,,0,0.146,0.854,0.0,-0.6249,negative
81.0,2021-11-12,19:42:04,“Big ol’ bobcat” 😂😂,1459245128107769858,[],107832323,aloha_caleb96,"Jurupa Valley, CA",352,True,,,0,0.186,0.441,0.373,0.7003,positive
82.0,2021-11-12,19:38:00,"San Dimas resident Jeff Peiten spotted a #bobcat outside his home on Wednesday. It’s one of many recent high profile incidents where wild animals, including mountain lions and bears, have been spotted in neighboring foothill cities like La Verne and Sierra Madre. https://t.co/63aoNR5S4k",1459244105926463492,['bobcat'],70080364,TheeJavierRojas,"Boyle Heights, CA",982,True,,,1,0.0,0.944,0.056,0.3612,positive
83.0,2021-11-12,18:21:27,"@benschwartz_ Google translates that headline to ""Bobcat Goldthwait breaks his 30-year-old beef with teen lover Jerry Seinfeld,"" I'm guessing something was lost in the translation...",1459224841504976896,[],16504211,fordgilmore,"Los Angeles, CA",772,False,,,0,0.079,0.79,0.131,0.3612,positive
84.0,2021-11-12,16:17:00,"Ravens, Bobcats, Deer, Oh My! A Suburban Backyard Turns Into a Wildlife Oasis https://t.co/FNlpu9r43f https://t.co/KWUBHwHIPh",1459193521164980225,[],21689161,sunset,"Los Angeles, CA",68539,True,,,1,0.0,1.0,0.0,0.0,neutral
85.0,2021-11-12,16:11:45,"BRANSON, Mo. — Evan Cox, a senior at Windsor High School in Loveland, Colo., topped a talented field of 54 anglers from across the country at the BBZ JC World Finals on Lake Taneycomo to claim a fully loaded 2021 Bass Cat Bobcat. 

https://t.co/yCxrtpWhzP
#basscatboats #bbz https://t.co/pb6PRQi4EH",1459192200160493576,"['basscatboats', 'bbz']",393565211,billsiemantel,"Castaic, California",1239,False,,,0,0.0,0.933,0.067,0.5106,positive
86.0,2021-11-12,15:56:23,"This visualizes 20 years of carnivore research in @SantaMonicaMtns. Each point is a GPS marker where a coyote, bobcat or mountain lion was at a point in time. It shows how animals and humans co-exist. More info: https://t.co/4F2MYQTVAP https://t.co/8239Fmez0G",1459188332231938052,[],2825726312,SamoFund,"Thousand Oaks, CA",1227,False,,,0,0.0,1.0,0.0,0.0,neutral
87.0,2021-11-12,15:51:35,"and for future Lady Bobcats.  You've played hard.  You've had fun.  And, you've kicked A$$.  I wish you a blessed and fulfilling future.

Take care, ladies.  I'll see you all next season.
Peace and love, Coach Carlie's mom 💙💙💙 3/3",1459187122653446144,[],1187465652283379712,juliemack2014,"Los Angeles, CA",34,True,,,0,0.02,0.478,0.503,0.9886,positive
88.0,2021-11-12,15:46:16,"Welp, not the way anyone wanted the season to end. Yet, there is so much to celebrate about this season and the amazing women who took the court and represented the Bobcats.  
Congratulations on an incredible season and continuing the established tradition of  1/x https://t.co/DH64LyYrVC",1459185785266065411,[],1187465652283379712,juliemack2014,"Los Angeles, CA",34,True,,,0,0.0,0.783,0.217,0.9129,positive
